numeroPedido,clienteId,fechaEntrega,estado,zonaEntrega,requiereRefrigeracion
NOPE-0001438,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001440,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001441,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001442,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00001443,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00001444,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00001445,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0001446,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001446,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001448,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001449,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001450,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00001451,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00001452,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00001453,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0001454,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001454,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001456,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001457,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001458,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00001459,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00001460,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00001461,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0001462,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001462,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001464,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001465,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001466,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00001467,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00001468,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00001469,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0001470,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001470,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001472,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001473,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001474,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00001475,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00001476,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00001477,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0001478,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001478,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001480,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001481,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001482,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00001483,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00001484,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00001485,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0001486,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001486,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001488,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001489,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001490,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00001491,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00001492,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00001493,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0001494,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001494,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001496,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001497,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001498,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00001499,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00001500,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00001501,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0001502,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001502,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001504,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001505,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001506,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00001507,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00001508,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00001509,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0001510,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001510,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001512,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001513,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001514,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00001515,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00001516,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00001517,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0001518,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001518,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001520,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001521,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001522,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00001523,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00001524,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00001525,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0001526,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001526,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001528,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001529,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001530,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00001531,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00001532,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00001533,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0001534,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001534,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001536,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001537,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001538,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00001539,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00001540,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00001541,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0001542,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001542,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001544,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001545,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001546,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00001547,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00001548,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00001549,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0001550,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001550,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001552,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001553,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001554,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00001555,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00001556,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00001557,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0001558,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001558,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001560,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001561,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001562,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00001563,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00001564,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00001565,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0001566,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001566,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001568,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001569,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001570,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00001571,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00001572,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00001573,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0001574,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001574,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001576,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001577,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001578,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00001579,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00001580,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00001581,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0001582,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001582,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001584,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001585,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001586,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00001587,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00001588,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00001589,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0001590,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001590,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001592,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001593,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001594,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00001595,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00001596,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00001597,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0001598,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001598,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001600,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001601,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001602,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00001603,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00001604,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00001605,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0001606,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001606,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001608,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001609,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001610,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00001611,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00001612,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00001613,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0001614,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001614,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001616,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001617,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001618,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00001619,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00001620,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00001621,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0001622,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001622,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001624,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001625,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001626,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00001627,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00001628,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00001629,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0001630,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001630,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001632,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001633,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001634,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00001635,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00001636,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00001637,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0001638,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001638,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001640,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001641,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001642,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00001643,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00001644,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00001645,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0001646,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001646,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001648,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001649,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001650,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00001651,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00001652,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00001653,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0001654,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001654,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001656,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001657,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001658,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00001659,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00001660,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00001661,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0001662,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001662,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001664,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001665,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001666,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00001667,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00001668,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00001669,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0001670,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001670,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001672,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001673,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001674,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00001675,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00001676,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00001677,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0001678,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001678,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001680,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001681,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001682,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00001683,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00001684,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00001685,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0001686,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001686,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001688,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001689,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001690,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00001691,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00001692,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00001693,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0001694,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001694,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001696,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001697,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001698,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00001699,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00001700,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00001701,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0001702,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001702,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001704,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001705,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001706,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00001707,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00001708,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00001709,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0001710,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001710,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001712,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001713,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001714,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00001715,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00001716,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00001717,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0001718,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001718,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001720,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001721,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001722,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00001723,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00001724,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00001725,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0001726,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001726,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001728,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001729,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001730,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00001731,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00001732,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00001733,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0001734,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001734,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001736,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001737,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001738,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00001739,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00001740,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00001741,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0001742,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001742,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001744,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001745,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001746,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00001747,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00001748,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00001749,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0001750,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001750,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001752,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001753,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001754,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00001755,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00001756,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00001757,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0001758,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001758,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001760,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001761,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001762,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00001763,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00001764,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00001765,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0001766,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001766,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001768,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001769,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001770,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00001771,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00001772,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00001773,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0001774,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001774,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001776,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001777,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001778,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00001779,CLI-123,2099-06-15,PENDIENTE,ZONA2,true
X00001780,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00001781,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0001782,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001782,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001784,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001785,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001786,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00001787,CLI-67,2099-06-15,PENDIENTE,ZONA5,true
X00001788,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00001789,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0001790,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001790,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001792,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001793,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001794,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00001795,CLI-999,2099-06-15,PENDIENTE,ZONA2,true
X00001796,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00001797,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0001798,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001798,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001800,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001801,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001802,CLI-67,2099-06-15,PENDIENTE,ZONA404,false
X00001803,CLI-123,2099-06-15,PENDIENTE,ZONA5,true
X00001804,CLI-999,2015-01-01,PENDIENTE,ZONA1,false
X00001805,CLI-67,2099-06-15,ANULADO,ZONA2,false
NOPE-0001806,CLI-123,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001806,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001808,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001809,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001810,CLI-999,2099-06-15,PENDIENTE,ZONA404,false
X00001811,CLI-67,2099-06-15,PENDIENTE,ZONA2,true
X00001812,CLI-123,2015-01-01,PENDIENTE,ZONA1,false
X00001813,CLI-999,2099-06-15,ANULADO,ZONA2,false
NOPE-0001814,CLI-67,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001814,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001816,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001817,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
X00001818,CLI-123,2099-06-15,PENDIENTE,ZONA404,false
X00001819,CLI-999,2099-06-15,PENDIENTE,ZONA5,true
X00001820,CLI-67,2015-01-01,PENDIENTE,ZONA1,false
X00001821,CLI-123,2099-06-15,ANULADO,ZONA2,false
NOPE-0001822,CLI-999,2099-06-15,PENDIENTE,ZONA3,false
NOPE-0001822,CLI-NOEXISTE,2015-01-01,ANULADO,ZONA404,true
X00001824,CLI-NOEXISTE,2099-06-15,PENDIENTE,ZONA1,false
X00001825,CLI-666,2099-06-15,PENDIENTE,ZONA2,false
